epoch,train_loss,val_ter_pct,epoch_seconds
1,19.939938304804954,100.0,86.35190987586975
2,5.13889916203603,100.0,85.99337410926819
3,4.9996638030899,98.64639347302058,85.33327078819275
4,4.4816137001294045,75.43111440756536,86.09529876708984
5,3.3692363971421697,66.30817726682737,86.10316491127014
6,3.1348107969727503,62.82217689597627,85.62251162528992
7,3.000563739728527,62.1731874652327,85.66796517372131
8,2.977557906917497,61.728166141294274,85.78201723098755
